id,value
66757.77,98789.25
59545.23,95003.96
89142.59,61265.23
71927.4,50477.82
83056.92,54787.2
89720.81,74365.54
47467.44,25919.15
24723.97,63766.14
76581.37,52129.98
62674.84,27459.74
7748.34,28572.82
27171.51,31970.96
54015.22,13837.41
23126.15,69394.98
70641.91,6422.89
40759.94,54261.11
41577.42,20683.44
42014.35,90483.85
58407.94,69552.3
85673.2,76559.46
38038.1,589.61
35175.88,75347.51
85344.8,95343.03
41902.13,74751.57
54613.23,60325.26
22053.87,21942.16
43583.6,2902.48
33612.95,67914.19
40431.67,16504.47
46739.01,12762.78
62225.7,2696.65
39402.03,56439.2
2710.2,64274.96
13569.95,46169.84
5028.46,37910.39
21166.03,32684.58
76122.97,37912.62
75200.98,83192.43
25227.15,8190.62
1938.33,53941.9
99990.78,34996.03
65014.41,78123.3
65175.47,75423.32
94961.17,19936.07
2038.0,15238.23
12622.1,66945.88
56396.96,21796.45
69946.5,76689.81
16778.91,60724.75
74792.57,11453.29
81930.12,96472.08
10809.87,2567.84
31195.72,67734.73
95817.28,39665.44
71501.47,7599.65
69061.44,62724.24
10190.13,77248.09
85029.32,60041.16
12105.51,98384.44
78263.53,34720.38
42837.8,37057.09
50596.08,34123.12
84957.56,82233.09
10553.89,96078.76
63558.51,82870.73
70730.86,43548.71
73379.53,96547.37
27008.24,80819.92
53817.29,48349.75
43557.45,73102.62
26839.55,85171.32
83073.1,8666.29
88163.12,24386.34
46470.85,61033.17
37898.93,2870.0
85095.28,18183.99
21211.99,79783.24
34033.88,88032.0
70118.38,27626.86
1015.11,94806.26
8561.3,72007.47
48857.78,75816.47
69060.93,64590.29
49082.13,79293.29
9305.34,22159.64
69178.72,30620.6
58155.56,47326.05
53092.19,42550.38
74593.54,33079.13
70285.49,27091.64
25140.37,12065.59
19258.43,11955.47
53586.4,76218.96
18514.98,21638.46
48419.86,72458.5
97660.7,52463.69
28299.87,10052.61
19411.76,22748.32
17944.15,1414.84
53413.51,27431.13
97429.49,55335.9
69741.74,12627.95
86846.12,49087.87
87271.97,57406.42
46939.69,44046.88
18436.37,5137.67
94106.36,47772.92
82211.56,40070.74
7408.22,62944.57
5360.91,14919.76
56283.96,30383.55
99391.81,11845.16
76444.34,60631.77
79074.08,22568.71
52257.25,45051.45
44272.1,86016.67
99003.13,30538.02
62102.73,60963.09
74008.93,94759.02
20778.79,21102.52
66042.81,15705.71
17381.35,7506.49
267.57,45050.37
59381.12,29125.93
23147.62,70695.58
70298.76,45403.13
68738.49,92391.1
78782.8,62505.8
66118.3,93366.85
42513.9,54456.24
64763.47,90841.14
82663.12,7140.98
16592.28,30761.18
74895.77,56920.7
28861.06,12435.37
68867.8,69973.37
94267.62,50047.22
49379.52,8044.19
3986.08,43202.87
32232.16,25036.79
9132.69,96191.11
83595.86,57519.91
95078.63,99957.24
67228.16,26951.1
4023.17,75626.88
47050.08,65150.95
91607.28,18148.91
58532.96,63478.47
49172.58,9124.24
34796.11,33330.84
67013.35,85773.31
32980.37,69367.37
28821.78,94519.35
81356.6,55009.66
45482.59,31451.72
32327.38,97018.47
40417.51,51459.63
98811.92,65766.04
54259.36,41324.76
18758.25,36177.94
75644.32,62540.87
75999.05,20355.82
54921.96,92767.28
43811.61,69825.0
12142.61,97314.68
60887.17,23929.75
15837.82,55083.9
55225.14,9320.92
99225.71,91292.99
46144.79,11746.61
83214.32,49837.55
71660.33,50887.2
27342.49,83472.39
98024.46,24373.09
55126.51,38358.6
92186.81,50824.09
87932.63,86402.69
27624.74,79000.62
41494.24,93424.84
50773.77,82054.95
28283.9,29855.58
58693.77,99890.23
48964.03,14859.54
53858.06,34512.39
55191.74,54343.01
45534.46,32177.74
18865.24,69749.84
57179.76,23356.24
77554.45,4364.73
74470.52,70522.79
81140.89,38607.88
66368.88,82074.76
98081.81,49532.86
3701.96,50229.12
59018.04,86970.03
87419.04,44030.62
52595.11,45692.81
72244.38,40997.86
65478.13,15436.12
46949.06,96920.36
33856.12,69270.46
64983.67,85176.53
85234.13,85934.22
38000.94,31666.12
71871.74,75940.18
87238.3,3589.91
6842.07,63116.1
92092.91,99742.59
74676.64,43397.15
9844.31,63374.78
87257.92,44367.86
69400.12,90342.41
4599.1,79614.35
29336.78,37484.11
14556.98,53116.63
56592.81,79251.95
16998.36,7896.84
87083.96,61971.04
24082.98,91282.9
14311.77,46114.99
25397.73,25532.67
939.74,80463.31
90120.94,67761.09
15797.56,44172.98
34556.56,58757.17
63893.87,42430.89
25009.82,84530.39
19921.7,38469.32
48320.81,23720.57
57192.27,57481.19
99269.2,29523.08
97794.45,65822.98
27448.04,56592.9
68579.95,74466.88
4904.43,60640.65
49672.73,90415.53
28619.42,79886.01
60706.5,35232.1
63661.79,62089.12
67776.45,72092.84
65918.15,83833.71
62824.81,90340.37
64634.06,30893.29
44082.32,57957.38
73235.98,9013.34
29511.05,74748.09
17564.01,13215.98
53940.78,97148.96
53085.24,91348.7
83047.26,25697.01
82468.98,48184.78
80648.85,74655.94
33871.53,11516.97
96289.33,14075.7
96650.02,86014.06
72421.67,97994.22
96726.97,80458.76
36577.5,79068.2
1391.87,53657.23
45478.6,67282.84
67234.08,58456.01
82241.73,94029.19
10834.61,23382.19
2502.46,88423.48
56140.74,91525.59
22136.72,6321.7
82385.54,90938.76
30219.02,40829.59
13977.7,94626.15
30436.46,49262.46
9719.2,88725.93
13566.4,45364.38
67048.62,74314.01
94597.41,41912.68
74226.9,15452.29
41488.45,9902.16
48934.7,40811.59
95152.15,3271.63
37053.0,44338.31
95055.52,85545.02
9935.46,68568.03
54446.59,97784.25
35867.38,39813.96
18980.86,12215.97
84803.32,45471.74
66276.87,64170.45
59714.6,2135.75
78679.46,24356.89
12592.39,56457.8
6861.02,76515.74
20715.74,21595.14
86969.54,32855.96
14755.42,90053.1
283.56,85840.61
14468.8,12999.21
25065.42,17449.71
66105.76,2578.01
1486.03,78998.47
23793.16,32377.15
17424.62,5239.9
74171.81,52608.55
74566.53,47624.6
77801.7,51323.8
10905.4,50383.87
94541.56,4336.5
78322.7,86698.09
52145.12,45804.25
96402.62,6082.54
47898.19,40161.73
68609.75,49026.89
90970.08,7349.07
8079.05,60829.74
6568.22,27501.6
63307.67,54835.64
32518.54,99462.78
53055.68,45371.54
60542.68,9917.85
70177.94,85279.27
65091.67,76896.27
72083.99,21502.31
45155.49,22849.36
33893.16,45349.89
41598.97,9508.58
42676.4,66510.79
37430.1,15263.89
92298.5,6713.33
83177.19,9323.01
9656.44,73879.6
81176.93,55637.07
58646.51,56158.64
32964.6,12223.13
35359.81,66534.05
75028.43,86809.21
72106.07,96839.86
60041.01,35164.62
57791.85,21273.88
65673.63,22424.49
10821.84,84537.34
36756.11,76260.56
57410.0,80722.14
84515.52,97454.66
81842.69,61357.33
64269.92,2625.38
92908.43,82946.08
26744.77,18041.61
70269.88,30898.47
33982.47,610.58
86986.27,56632.11
40078.43,14187.47
63317.2,3065.71
74611.18,21513.29
41983.25,34089.6
37005.31,72159.6
77683.56,56759.36
8495.7,5260.88
15740.99,61783.82
67396.87,27210.28
66193.87,48566.17
44204.42,27316.68
75494.31,11381.75
42991.36,28324.65
67848.63,48663.28
66713.26,4541.74
39526.34,59932.5
768.71,30141.94
21123.4,13723.48
25551.95,32812.24
772.99,74701.41
17569.48,38020.74
70367.13,50026.23
83335.42,80620.02
7207.55,86176.44
4230.23,1874.15
92116.24,86211.0
57575.92,57339.97
70949.9,41769.4
11517.34,2085.66
32476.82,80132.22
61812.53,83202.59
91976.98,8812.99
84448.44,24331.65
58887.13,52396.25
39576.67,31027.46
33951.33,33306.86
16813.27,51048.33
11402.66,50995.21
90592.27,34937.53
72737.91,81894.86
81503.7,23626.88
14644.42,19727.18
60239.9,76021.53
65550.9,17714.61
77284.81,49411.7
75444.58,75987.71
44890.53,92415.43
56449.18,63529.83
62452.18,86424.69
62721.74,15095.74
6828.63,44220.81
30282.04,27467.37
5617.21,50733.69
31040.79,45191.39
5689.01,83169.66
7673.1,86425.0
85529.34,61500.84
50706.78,46271.17
55431.64,79181.78
89587.68,44973.37
80981.59,65183.75
32152.68,47562.9
15086.11,6187.37
10350.19,89912.68
34343.78,71431.55
50454.9,17255.89
24774.37,43775.83
43942.18,52274.8
15874.62,37285.2
28289.36,40876.94
33836.71,59788.59
78922.69,64730.54
6591.19,9450.59
67837.93,28414.7
72373.37,65656.41
90634.27,87327.97
33336.2,58273.95
14142.84,34982.08
96769.65,69848.0
39195.8,59504.12
93800.22,30958.19
37667.93,79166.2
81318.48,67011.64
82895.9,73877.47
68541.44,52639.33
64602.48,42340.64
36182.81,36259.77
18026.29,21419.27
94766.83,48627.09
22654.3,13756.54
7716.51,84442.84
10114.08,77087.47
83511.98,88368.22
3774.75,33676.44
76630.76,13104.9
37671.99,16224.72
83134.51,77109.78
80904.37,16553.92
43767.34,41085.86
67636.29,23753.02
44419.87,28492.79
74853.65,44892.8
53401.11,30946.79
80862.39,46901.56
83511.34,36784.1
94713.02,98443.98
46168.0,28177.17
38187.24,52745.98
96626.82,81689.12
80125.92,13839.85
25000.32,64117.9
87411.69,55454.07
10258.97,84589.23
85116.6,28506.3
76311.68,27279.13
90530.62,14734.87
43747.26,94641.33
22203.8,45112.8
34958.51,2667.02
5325.69,50200.71
23577.81,99452.54
37491.27,2818.75
93082.59,83917.63
64996.07,79138.06
13759.96,28687.94
82976.16,69607.2
13879.27,70553.62
44860.15,525.12
7922.58,25592.39
83496.31,54880.42
72723.48,52777.15
11118.69,28810.16
30115.12,4774.94
41982.55,79389.91
45711.36,11085.79
90514.69,59673.9
1643.54,51537.57
24193.81,14357.68
42923.89,61480.96
24056.42,41656.76
66437.13,8561.4
97465.45,6767.93
52605.94,50732.77
98833.15,55415.2
39045.37,47013.51
63567.08,98103.94
25365.03,1624.22
78852.0,34480.25
73294.1,62825.7
77150.14,73518.7
33251.86,4433.57
54601.37,81350.89
17508.91,77914.26
46462.29,69538.93
63173.58,81149.77
6310.05,77619.04
45767.96,29344.26
4380.63,19946.98
4190.59,93337.1
51538.36,98912.27
54303.07,25331.38
75329.09,19110.34
35697.42,78084.16
86579.83,33192.47
12447.5,36801.92
88948.65,74330.77
89463.75,38664.48
97372.36,49620.32
49752.34,92431.05
51927.59,80114.81
72708.13,7892.7
60245.33,82234.13
54547.44,32121.14
8006.89,66091.92
30649.59,60262.16
42611.61,68976.48
35154.7,4235.52
87003.72,35255.93
99815.06,27455.54
98002.73,94790.44
7504.12,63751.25
36331.11,80109.6
67941.06,95278.94
14277.95,60757.29
78131.2,3479.9
6723.34,77851.54
36632.85,38285.44
56724.46,60509.48
67906.21,94882.35
37201.34,76308.45
57392.18,52945.99
39803.4,64956.07
24961.17,11344.86
73567.49,49904.4
38698.74,56167.27
26177.67,26028.98
44627.31,99636.51
28557.69,91647.89
49120.02,12263.74
85282.63,45204.27
89867.9,44511.12
8779.07,68192.93
84552.12,31958.78
34742.53,6493.91
54217.14,89133.17
85136.21,71180.91
92732.45,63770.0
79369.64,50875.57
12136.25,20098.04
13887.69,79037.31
2628.4,55402.14
36891.12,80366.17
55164.69,61194.84
8621.55,30929.07
99959.5,71886.97
52569.57,76916.46
82333.94,7375.07
97237.97,64233.86
44997.45,68010.9
34451.48,87796.02
78026.29,63979.39
18196.31,96626.46
43261.83,91071.23
5541.29,12416.11
15301.55,16465.71
32266.08,70933.21
34602.31,94090.41
89492.59,84593.37
25060.53,63505.71
55084.14,12517.03
30282.46,53347.8
50257.31,16863.59
94160.7,15419.43
65873.29,72063.28
60513.89,84253.0
56361.8,82523.63
2837.35,4546.18
64145.37,57677.12
65113.0,76695.9
41658.68,63899.12
49803.81,62716.4
28967.17,95665.02
48294.48,80468.82
68499.08,29743.39
7297.3,5991.3
43960.55,48425.11
20402.3,60666.03
31258.25,71836.29
73419.98,86077.74
97537.41,13076.62
37054.02,56165.12
31911.59,46647.26
26747.17,24791.89
9681.17,29021.2
38414.98,61537.74
24827.03,86530.75
15969.97,32743.58
57768.7,31271.49
76312.14,49826.55
51472.48,49875.97
30854.05,2317.63
94523.28,50544.45
96668.66,21514.44
35289.51,5054.04
49489.42,88233.95
65426.0,47058.69
53669.07,84717.24
43092.78,88245.57
72750.81,76385.68
36593.74,40058.16
57028.16,19465.53
55322.29,7353.17
50425.55,76440.41
27972.07,98909.07
68039.86,11881.1
97508.28,39390.37
79489.72,33908.53
93894.86,75496.52
19905.79,50912.25
50007.79,4530.34
13703.64,33304.07
47374.42,45698.86
60626.05,51550.57
32796.58,61306.81
16250.2,99061.57
73931.94,29923.43
33637.35,82828.94
53233.98,70873.98
29979.06,81574.88
36835.78,67380.64
97989.8,58370.21
79675.48,72532.42
68804.37,2664.72
47459.02,96707.07
78290.4,77616.2
57763.44,72140.01
58352.33,17051.21
62902.52,61973.58
84116.71,14777.57
68072.69,3157.05
94820.52,10989.55
1893.74,31369.25
15143.13,69050.03
41037.74,77497.23
92052.09,87281.77
73583.73,6228.13
13808.25,20734.17
32504.95,66222.68
52547.72,31375.26
17318.24,91212.42
34232.7,35428.7
77198.98,72092.46
64330.91,69331.33
61007.66,19226.42
24651.91,55808.67
22486.7,97291.06
29761.46,28900.41
20727.78,70498.83
31704.07,34880.32
93370.04,79540.54
27345.75,12187.41
67662.22,37969.42
98016.05,81837.75
95460.89,80461.58
29045.27,28763.03
71414.13,34636.35
44237.61,25644.4
47907.93,20206.8
53857.79,93302.39
69617.13,13727.3
61567.7,58683.05
24245.8,66983.4
53104.15,63794.46
5249.11,41330.14
71735.81,10054.49
77076.61,518.14
55035.26,92909.97
40690.75,93503.21
87839.96,47744.85
19945.6,96391.4
32116.77,64589.79
90793.7,8946.07
57413.34,53515.23
72311.77,93666.94
91322.97,17506.48
88224.5,17578.87
91963.48,99717.18
39699.46,49538.39
93660.87,96213.14
92603.97,87674.32
926.72,56796.19
10730.07,98299.39
28456.17,98909.95
54330.05,49391.24
93856.05,85105.97
46802.08,19281.14
11264.68,16249.43
45891.45,25726.49
18619.91,73661.79
79076.77,56778.12
75728.28,17549.49
85614.65,89704.28
82698.98,51528.07
8673.78,66925.59
18478.12,14061.19
32360.17,24804.71
26078.53,23552.13
75375.67,95403.48
30194.58,72288.25
1143.57,65368.34
69276.86,6212.43
11822.48,30680.63
40541.66,50252.05
89511.84,70355.7
31097.79,11741.57
91613.04,29503.76
61462.54,21912.86
13356.88,15318.56
74773.48,60573.89
41584.56,54923.45
47082.81,53751.77
66409.44,21841.16
24746.54,75473.95
87313.51,8187.03
44674.8,70376.61
7810.27,56416.87
6175.8,54764.92
50548.71,57270.17
14985.24,32811.76
52034.15,11624.0
20540.15,58314.77
9094.16,51037.54
80869.21,45343.23
51324.78,45679.85
5773.68,46237.83
80691.54,72328.01
39594.87,81645.32
74580.45,57831.13
4528.98,34452.89
6375.99,99412.37
93458.28,6901.91
93377.56,3173.49
40886.69,76897.21
76582.77,97833.33
64588.08,42036.19
99285.66,38247.96
86962.03,90676.73
37564.55,68273.04
66179.25,53930.03
65353.41,34776.99
17847.36,53725.85
52884.25,72785.81
22269.02,347.33
2273.53,29836.3
67349.99,54444.53
53193.36,82336.04
24751.2,34615.97
27564.97,93741.04
72502.39,11284.46
80947.82,41924.06
76605.35,88375.66
1564.58,20608.16
10089.67,3357.63
59778.49,70328.63
4867.63,74054.11
40226.54,23433.93
21726.92,86373.02
5644.4,50389.58
28926.35,81578.63
73151.75,31890.37
59791.77,67253.19
32066.51,30176.44
14326.04,66021.24
22104.27,30050.1
6095.76,94852.03
87971.39,91157.77
62599.31,42720.06
49562.08,97229.02
94158.64,67134.25
78580.46,31873.45
41632.46,14921.76
37646.02,75441.61
47351.88,84934.09
30073.64,70757.68
80577.62,91474.12
56238.59,96778.62
55728.68,13409.28
24285.85,20333.67
64670.59,92222.61
84713.34,9246.4
72458.47,19048.16
26846.16,67367.19
60292.2,87362.05
18816.33,76169.64
72430.52,55885.05
47939.42,86947.39
33296.43,95701.98
1533.37,93715.98
96207.76,11731.62
99957.2,47892.09
24259.32,60440.15
20451.31,91512.65
55207.93,77551.39
38066.17,53365.01
35925.96,26156.16
51281.65,49727.73
9860.82,98131.85
46949.04,83973.12
91433.05,37070.49
41393.02,56252.47
22127.41,14592.27
26077.41,93475.83
57914.29,41757.81
15241.14,32986.53
37983.98,83336.27
49930.15,65460.8
68484.66,25732.68
82159.19,96650.83
64169.45,49059.56
16823.36,79497.55
16926.57,72031.35
48831.63,91689.94
54213.69,64180.95
5873.21,3382.38
84669.74,94518.81
66821.55,76433.88
41239.22,84254.47
23143.34,70716.96
914.15,50573.29
37320.07,61783.52
66675.47,61651.94
48320.42,48785.44
661.24,55164.36
1185.1,52941.76
27474.07,97747.93
1714.26,81315.72
67403.3,80616.77
90977.34,10701.64
9631.39,14889.75
19193.21,52645.6
81521.44,26732.47
39689.64,37305.16
40602.74,56500.22
99023.3,22585.73
68404.16,84786.71
65373.57,85821.92
75958.59,9350.05
37926.4,55270.14
5611.49,945.02
17138.36,49985.84
43390.97,78437.63
56585.66,85796.03
9536.18,52815.92
4255.18,21141.71
86811.69,88755.43
47550.03,4656.2
7434.81,92558.48
89931.17,56350.99
3290.18,92876.64
31448.47,96146.92
58703.61,75225.45
71271.14,39829.6
7693.75,16245.03
24047.22,83465.06
38915.66,89652.58
33172.98,75560.93
13995.06,98847.8
72416.36,50079.29
97432.33,5369.64
43708.83,83867.47
34059.27,76900.57
95485.84,39670.3
77355.49,2962.57
27332.7,99258.59
49060.35,35581.12
94114.28,43184.79
67969.49,66067.19
8569.41,61861.59
79805.52,71310.85
8203.8,15422.1
71167.72,63390.09
73965.53,31667.82
10655.09,519.52
30826.75,35991.75
26976.64,13250.7
18739.18,44884.37
55474.0,40804.42
2626.19,35391.43
9306.43,59804.38
32443.03,38523.79
29184.74,38779.96
8469.95,90113.6
90520.76,97817.31
57196.04,16958.29
38073.2,13884.01
30113.13,49312.39
6326.72,43467.63
42110.23,48423.13
7692.14,25169.97
24659.01,62503.37
59380.64,19554.82
10697.24,30465.8
94882.35,33221.72
62019.22,80407.65
32954.17,33473.62
81547.55,85950.85
97422.54,13612.45
32066.52,94727.89
20085.15,31418.33
96457.46,96872.52
29144.82,69495.78
49100.73,57587.93
24242.43,37605.53
81649.45,39293.51
11388.78,56385.05
59222.7,54562.91
68171.26,55009.92
95300.46,46162.22
70836.71,43845.5
29133.12,69283.53
81896.56,79565.68
40914.16,49930.32
63333.6,24202.12
65866.3,71523.64
78907.68,7396.51
99070.06,47923.47
40080.51,50661.26
92039.22,69170.89
54364.52,79072.09
35952.95,89550.15
53690.6,63818.04
8498.19,76895.4
65760.16,35500.88
64699.98,4429.67
98360.82,67747.19
39961.77,75268.28
96571.68,43045.55
1054.78,25873.84
51067.62,51879.78
58051.83,57523.54
44577.86,39113.42
77234.22,58859.0
50046.58,34496.74
2456.27,10454.94
41597.54,96172.79
11606.93,94067.62
14167.52,31189.03
45533.26,20686.73
48292.6,47616.25
43816.59,69676.33
31890.95,30026.41
81018.59,11508.53
84918.0,64796.99
67713.93,16435.41
98390.05,24391.29
17445.32,16013.57
55984.9,95846.26
23185.55,40504.74
18445.18,64047.89
43213.45,2919.23
61410.69,19732.44
59220.32,38883.58
70473.56,20578.45
75232.55,80872.98
6256.38,10175.2
87197.93,18695.98
32598.49,45755.04
26235.34,86263.65
52771.5,63910.86
59697.08,61130.84
58700.47,34792.46
84551.78,61736.27
81373.83,70598.84
29744.48,61448.45
8475.2,13394.78
11786.17,30538.0
18304.45,69343.65
51082.49,41823.91
13786.73,38371.0
18575.37,63550.16
69343.29,64526.01
99989.96,55491.26
48964.2,14029.65
31458.0,45100.1
5361.13,35903.92
958.34,13653.47
81521.59,96382.91
50543.8,49496.98
68469.67,41563.04
83989.18,48869.95
8267.06,3086.07
76105.66,29208.99
27485.29,53760.86
16820.9,45732.14
74251.83,76591.96
54972.62,11321.1
11420.67,77511.3
82328.28,36686.18
82261.09,4161.05
71898.02,54635.33
98977.57,10241.64
83007.07,75134.55
29770.89,99931.27
44973.23,34857.7
81672.86,43906.99
99395.77,77563.16
23694.61,81070.27
58792.39,35063.08
71075.4,63277.06
16598.16,13923.5
20661.97,20694.27
5935.78,35081.55
28108.5,53876.85
32365.36,70405.38
28933.32,26734.31
85801.68,98548.83
67929.93,9522.52
96277.2,78569.1
91876.87,99248.62
86704.76,12688.82
86607.88,24967.72
71139.48,82848.18
76147.36,67623.46
48945.87,57742.55
26871.72,41422.51
45199.17,63362.78
88012.51,9309.48
51561.35,27822.57
93633.61,36907.12
95025.41,32728.93
247.31,77413.53
73272.4,73093.19
45844.93,66414.38
35822.27,6333.07
53442.45,21782.99
42964.31,21185.15
26853.68,82834.36
33775.52,57793.36
56614.21,48533.79
34373.96,68255.19
4840.93,9957.47
78388.98,45958.18
12423.72,85765.16
44128.59,67.59
95803.18,20231.82
68859.19,13191.31
64999.72,15897.75
93272.56,27401.95
65458.8,25038.93
37184.38,90380.03
16552.51,39634.16
30550.92,69944.14
23414.38,65548.52
70369.8,108.63
47680.67,13269.98
22619.09,67998.27
928.69,69559.71
81710.9,98815.49
42231.39,13217.52
7082.83,38306.99
73076.34,10242.72
31335.15,88098.9
13712.93,77346.05
75315.78,13314.62
99294.02,14285.31
53050.83,847.47
65002.02,44009.94
72243.2,62808.0
15137.41,41170.99
68656.62,85996.25
8668.8,10046.51
75244.56,58957.39
38403.19,96324.87
31450.37,13983.02
27696.77,8424.87
55339.66,60000.79
60759.31,77896.97
69047.61,84789.21
65840.54,30164.93
51774.91,50952.26
74784.36,29554.21
5456.91,89791.26
95467.15,49488.77
11274.37,49958.25
59392.98,52828.65
97769.69,98688.25
93392.44,13198.29
86081.4,56838.04
36541.25,68294.2
76272.59,95445.3
77036.7,1668.94
6753.26,26218.53
3982.69,6046.89
78929.0,50661.06
62857.07,50104.9
41543.2,70181.06
8242.78,53656.48
61604.71,27746.77
30990.69,51130.47
20319.75,80806.01
53639.02,39073.15
63429.42,83452.65
68105.57,6611.51
69867.59,72995.84
84646.81,5790.59
8621.28,43448.36
45337.18,60883.24
30929.01,74169.35
74065.82,11944.3
70790.06,70149.96
16383.26,95301.62
52300.54,78298.71
72076.55,16696.3
12693.06,78112.4
26876.45,88641.48
77143.03,2935.63
80710.78,27198.06
6387.2,71232.32
57665.17,7707.0
45519.78,36012.39
49961.0,56688.61
36768.78,25511.61
10290.49,57391.23
72277.84,22840.44
50882.49,4403.79
86292.85,24455.15
47176.46,38297.95
15008.47,93116.01
85748.52,55286.48
91394.77,74066.58
41936.93,32180.2
41625.66,72028.79
27125.8,7788.71
37280.82,50204.09
90194.1,17934.44
80433.8,98141.39
95407.94,6892.64
46509.42,28230.69
84484.65,32730.09
55309.14,796.92
20067.12,56380.67
30390.93,62271.75
46392.67,59169.09
49336.07,77261.33
19542.24,90044.33
76048.22,24512.69
637.79,41003.61
23299.77,34642.37
83957.4,87719.86
95099.03,146.2
65730.39,84900.6
72721.5,10394.9
52981.45,23816.76
49202.89,5989.51
99695.93,71165.25
9302.66,92127.44
89728.75,51975.92
70084.69,37249.2
97455.48,8490.24
9557.7,13351.39
81996.29,7483.05
56782.07,43498.29
96421.83,23677.17
26099.09,31500.89
80081.68,70072.56
73535.29,31805.77
27195.59,7468.74
20271.26,77993.7
58470.8,15541.06
16437.5,46605.51
40651.26,53592.45
96463.47,20763.62
30830.77,26500.79
11991.36,15761.54
